报名者编号,城市,性别,相关经验,报名大学,教育水平,主修学科,经验年限,公司规模,公司类型,最近一次新工作,培训时长,是否通过
54393,海口市,男,有相关经验,无,硕士,经济学,13,50-99,早期创业公司,从未,45,否
17018,霞县,男,有相关经验,非全日制,专科,文学,18,50-99,早期创业公司,4,318,否
52042,西宁县,,有相关经验,无,专科,医学,18,50-99,非政府组织,2,310,否
82979,倩县,,无相关经验,全日制,本科,医学,15,<10,公共部门,从未,253,否
78781,敏市,男,有相关经验,无,专科,艺术学,16,100-500,融资创业公司,2,245,否
81253,哈尔滨县,男,无相关经验,非全日制,硕士,艺术学,12,<10,早期创业公司,2,50,否
90217,乌鲁木齐市,女,有相关经验,非全日制,本科,工程学,13,<10,非政府组织,2,299,是
92072,深圳市,男,无相关经验,无,高中,历史学,11,50-99,非政府组织,3,227,否
10209,岩市,女,无相关经验,非全日制,专科,医学,1,100-500,其他,>4,329,否
37638,秀芳市,,有相关经验,无,高中,其他,13,10-49,私营公司,4,229,否
15058,晶市,,有相关经验,非全日制,专科,艺术学,>20,<10,早期创业公司,1,102,否
69148,玉梅县,女,有相关经验,全日制,高中,历史学,14,10-49,公共部门,1,308,否
50204,晨市,男,有相关经验,全日制,本科,经济学,>20,<10,公共部门,3,298,否
6965,石家庄县,女,有相关经验,非全日制,专科,经济学,7,<10,融资创业公司,从未,190,否
71434,佛山县,男,无相关经验,全日制,硕士,管理学,10,100-500,早期创业公司,1,101,否
89527,荆门县,男,有相关经验,非全日制,硕士,教育学,7,10-49,非政府组织,3,99,否
67107,晨市,女,无相关经验,非全日制,硕士,经济学,<1,50-99,私营公司,2,189,否
75120,琳县,女,有相关经验,非全日制,专科,管理学,6,10-49,私营公司,4,136,否
55930,关岭市,,有相关经验,无,硕士,教育学,9,10-49,其他,从未,83,否
10507,琳市,男,有相关经验,无,高中,经济学,13,50-99,其他,2,40,否
41852,杭州市,女,有相关经验,非全日制,高中,经济学,>20,10-49,非政府组织,1,252,否
85880,天津市,女,有相关经验,无,高中,哲学,8,50-99,公共部门,2,95,否
75909,雷市,男,有相关经验,全日制,硕士,哲学,6,50-99,公共部门,>4,323,否
17764,想市,男,无相关经验,全日制,专科,经济学,12,<10,其他,4,282,否
62202,贵阳县,,有相关经验,无,本科,历史学,3,<10,公共部门,2,213,否
75223,坤市,,无相关经验,全日制,高中,工程学,>20,100-500,融资创业公司,4,293,否
50094,济南市,女,无相关经验,全日制,高中,管理学,20,100-500,私营公司,>4,87,否
15577,杨市,,有相关经验,无,本科,历史学,>20,10-49,非政府组织,3,25,否
36272,晨市,女,无相关经验,无,本科,哲学,20,50-99,早期创业公司,从未,197,否
89609,秀荣县,女,无相关经验,无,专科,无主修,5,10-49,非政府组织,3,128,否
30006,南宁县,,有相关经验,无,本科,医学,2,50-99,私营公司,>4,125,否
92159,宁德县,男,有相关经验,非全日制,硕士,其他,17,10-49,早期创业公司,3,183,否
95752,阜新市,,有相关经验,非全日制,专科,医学,18,100-500,其他,4,247,否
54252,关岭市,女,无相关经验,无,本科,艺术学,10,<10,其他,从未,148,否
90229,北京市,男,无相关经验,全日制,专科,无主修,18,50-99,早期创业公司,从未,264,否
93498,阳县,女,无相关经验,全日制,本科,理学,8,<10,公共部门,1,210,否
63321,呼和浩特县,男,有相关经验,无,高中,教育学,6,50-99,私营公司,从未,279,否
12633,北镇市,,有相关经验,无,硕士,其他,10,50-99,私营公司,4,232,否
31684,晨县,,有相关经验,无,硕士,教育学,3,100-500,非政府组织,>4,152,否
19827,哈尔滨县,女,无相关经验,全日制,本科,哲学,10,100-500,非政府组织,从未,129,否
96815,南京市,女,无相关经验,全日制,硕士,文学,19,10-49,非政府组织,从未,1,否
26658,勇县,女,无相关经验,全日制,专科,管理学,6,50-99,非政府组织,>4,281,否
26350,南京县,,无相关经验,无,高中,艺术学,8,50-99,其他,1,153,否
71227,汕尾县,,有相关经验,无,高中,无主修,5,100-500,早期创业公司,1,97,否
44983,深圳市,女,有相关经验,全日制,本科,工程学,8,50-99,其他,从未,149,是
16310,台北县,男,有相关经验,非全日制,专科,管理学,16,<10,融资创业公司,1,306,否
72675,佛山市,,无相关经验,非全日制,高中,其他,7,10-49,其他,>4,238,否
29184,凤英市,男,有相关经验,非全日制,高中,理学,17,10-49,融资创业公司,2,218,否
90234,雷市,男,无相关经验,非全日制,硕士,其他,3,<10,融资创业公司,>4,49,否
74292,佳市,,有相关经验,非全日制,高中,教育学,16,50-99,融资创业公司,4,4,否
49094,拉萨市,男,无相关经验,无,高中,管理学,5,10-49,私营公司,3,167,否
62492,汕尾市,,有相关经验,非全日制,本科,工程学,13,100-500,私营公司,4,96,是
24177,长春县,,无相关经验,无,硕士,理学,3,10-49,早期创业公司,4,150,否
79579,辛集县,,有相关经验,非全日制,高中,教育学,5,100-500,公共部门,2,59,否
14622,红市,女,无相关经验,无,高中,医学,20,50-99,非政府组织,>4,208,否
27960,凯县,,有相关经验,非全日制,高中,艺术学,5,<10,公共部门,3,192,否
69304,上海县,男,有相关经验,非全日制,专科,管理学,11,10-49,私营公司,3,189,否
15678,丹县,,无相关经验,无,高中,工程学,13,50-99,公共部门,2,282,否
29675,凤兰市,,无相关经验,全日制,本科,经济学,19,100-500,公共部门,1,81,否
5605,霞县,男,无相关经验,全日制,本科,管理学,11,<10,融资创业公司,1,279,否
2099,雪梅县,女,有相关经验,无,本科,理学,14,50-99,私营公司,3,7,是
93789,洁市,,有相关经验,全日制,高中,其他,13,100-500,融资创业公司,2,161,否
87122,广州县,男,无相关经验,全日制,高中,经济学,5,100-500,融资创业公司,2,61,否
49193,关岭市,女,有相关经验,非全日制,本科,历史学,9,<10,其他,1,112,否
78117,佛山县,,有相关经验,全日制,专科,管理学,20,100-500,非政府组织,从未,251,否
98969,秀荣市,男,无相关经验,非全日制,专科,哲学,14,10-49,公共部门,>4,66,否
52702,宁德市,,有相关经验,无,本科,医学,12,10-49,融资创业公司,4,288,否
90155,兰州县,,无相关经验,全日制,高中,经济学,18,10-49,融资创业公司,>4,265,否
57734,建市,男,无相关经验,无,本科,无主修,7,50-99,其他,2,97,否
70413,婷市,女,无相关经验,非全日制,硕士,教育学,8,<10,公共部门,3,251,否
30949,沈阳县,女,无相关经验,无,硕士,理学,9,100-500,非政府组织,2,274,否
36966,建国县,男,有相关经验,非全日制,硕士,其他,6,10-49,其他,从未,77,否
67364,霞市,男,有相关经验,非全日制,本科,其他,6,10-49,非政府组织,3,174,否
37564,西宁县,男,无相关经验,无,本科,医学,4,<10,早期创业公司,从未,273,否
56927,深圳县,,无相关经验,全日制,本科,管理学,<1,100-500,公共部门,>4,147,否
57072,娟县,,无相关经验,非全日制,本科,艺术学,>20,100-500,非政府组织,>4,76,否
69915,兴安盟县,男,有相关经验,全日制,专科,教育学,20,<10,公共部门,4,11,否
27623,莉县,,无相关经验,全日制,硕士,管理学,12,<10,融资创业公司,3,99,否
3659,梅市,,无相关经验,全日制,高中,工程学,<1,10-49,非政府组织,3,45,否
23301,昆明县,男,无相关经验,无,高中,无主修,17,10-49,公共部门,3,297,否
88840,海门县,,无相关经验,全日制,本科,工程学,10,50-99,融资创业公司,>4,35,否
16398,玉兰县,男,无相关经验,全日制,高中,医学,13,<10,早期创业公司,1,271,否
70057,利县,,无相关经验,全日制,硕士,文学,19,100-500,公共部门,>4,33,否
49208,嘉禾县,女,有相关经验,非全日制,本科,历史学,15,50-99,非政府组织,2,175,否
10530,刚县,,有相关经验,非全日制,专科,管理学,12,10-49,非政府组织,1,194,否
31676,深圳县,,无相关经验,非全日制,专科,经济学,6,100-500,其他,4,1,否
45383,北京市,女,无相关经验,无,本科,医学,16,<10,公共部门,2,248,否
52919,磊市,女,有相关经验,非全日制,专科,管理学,2,<10,私营公司,4,215,否
35486,淮安县,,无相关经验,非全日制,本科,教育学,3,<10,早期创业公司,1,83,否
93540,天津市,男,有相关经验,无,高中,其他,16,10-49,融资创业公司,4,128,否
29867,宁德县,,无相关经验,无,本科,管理学,>20,100-500,私营公司,3,84,否
41642,利市,,无相关经验,无,本科,教育学,11,<10,公共部门,2,188,否
62448,昆明县,,有相关经验,无,硕士,医学,11,50-99,早期创业公司,3,276,否
34179,帆县,,有相关经验,无,专科,艺术学,2,<10,早期创业公司,4,33,否
66535,璐县,男,无相关经验,全日制,专科,经济学,14,50-99,早期创业公司,1,68,否
59241,辉市,,有相关经验,无,本科,艺术学,8,50-99,融资创业公司,>4,124,否
50317,哈尔滨县,男,有相关经验,全日制,硕士,艺术学,18,100-500,公共部门,2,212,否
36265,福州市,女,无相关经验,全日制,硕士,医学,14,50-99,非政府组织,从未,144,否
89794,潜江市,男,有相关经验,非全日制,本科,无主修,15,100-500,非政府组织,从未,282,否
67980,建平市,,有相关经验,全日制,本科,文学,4,10-49,公共部门,3,69,否
38955,关岭县,,无相关经验,全日制,高中,工程学,19,100-500,其他,2,334,否
61833,红县,,无相关经验,全日制,本科,管理学,10,100-500,融资创业公司,3,270,否
19734,成都县,男,有相关经验,全日制,硕士,无主修,3,<10,私营公司,3,192,否
11925,北京县,男,有相关经验,全日制,硕士,经济学,19,<10,其他,3,59,否
34047,西安县,女,有相关经验,非全日制,高中,理学,11,50-99,早期创业公司,>4,289,否
29206,合山市,,无相关经验,非全日制,硕士,历史学,18,10-49,私营公司,4,326,否
50466,涛县,女,有相关经验,全日制,高中,工程学,8,<10,非政府组织,3,257,否
75424,洁市,女,有相关经验,无,硕士,其他,8,10-49,其他,3,42,否
60390,武汉市,,有相关经验,非全日制,本科,医学,11,10-49,非政府组织,3,217,否
44002,济南市,,有相关经验,非全日制,专科,管理学,4,50-99,私营公司,1,110,否
47148,哈尔滨县,,有相关经验,全日制,高中,理学,18,10-49,其他,2,130,否
38599,辉市,男,有相关经验,全日制,专科,医学,20,10-49,早期创业公司,4,108,否
20813,桂英市,,无相关经验,非全日制,专科,艺术学,5,<10,早期创业公司,2,333,否
54945,佛山市,男,有相关经验,非全日制,本科,哲学,<1,50-99,非政府组织,从未,163,否
6002,荣市,女,无相关经验,无,专科,艺术学,12,50-99,早期创业公司,从未,315,否
64639,海门县,女,有相关经验,无,硕士,医学,11,100-500,早期创业公司,3,25,否
25760,海燕市,女,有相关经验,无,高中,经济学,>20,100-500,融资创业公司,>4,89,否
54429,淑英市,女,有相关经验,非全日制,本科,历史学,1,50-99,其他,1,35,否
64415,鑫县,,有相关经验,无,本科,无主修,1,100-500,融资创业公司,从未,178,否
53306,桂英县,男,无相关经验,全日制,专科,管理学,5,100-500,公共部门,从未,144,否
15437,昆明县,男,有相关经验,非全日制,高中,文学,17,<10,公共部门,>4,270,否
62818,波县,,无相关经验,非全日制,高中,教育学,14,<10,私营公司,2,319,否
89405,南宁县,,无相关经验,无,硕士,哲学,5,100-500,早期创业公司,从未,189,否
52871,太原市,男,无相关经验,全日制,专科,艺术学,15,10-49,公共部门,3,154,否
85764,淑英市,男,有相关经验,非全日制,本科,医学,<1,50-99,其他,2,66,否
67507,呼和浩特市,,无相关经验,无,高中,无主修,10,100-500,公共部门,1,63,否
73458,六盘水县,女,无相关经验,全日制,高中,医学,12,<10,非政府组织,从未,41,否
89844,兴安盟县,,无相关经验,非全日制,专科,医学,20,10-49,融资创业公司,从未,71,否
60227,南京县,,无相关经验,全日制,本科,管理学,10,10-49,融资创业公司,>4,72,否
13219,帅县,,有相关经验,无,高中,其他,4,50-99,私营公司,从未,89,否
98568,宁德县,女,有相关经验,全日制,本科,工程学,11,50-99,公共部门,4,31,是
6478,秀珍市,,有相关经验,全日制,专科,教育学,18,50-99,私营公司,4,177,否
68048,潮州市,,无相关经验,非全日制,高中,无主修,10,100-500,私营公司,3,233,否
27029,琳县,,有相关经验,全日制,高中,工程学,18,50-99,非政府组织,3,85,否
11073,平县,男,无相关经验,全日制,高中,其他,12,100-500,非政府组织,1,136,否
88046,娜县,男,无相关经验,全日制,专科,其他,18,10-49,非政府组织,1,38,否
72265,桂英县,,有相关经验,全日制,硕士,管理学,13,<10,融资创业公司,4,51,否
48928,武汉市,,有相关经验,无,专科,教育学,18,50-99,非政府组织,3,148,否
58840,宜都县,男,有相关经验,全日制,本科,艺术学,15,<10,其他,>4,15,否
4152,福州县,,有相关经验,全日制,高中,管理学,9,<10,公共部门,2,319,否
93987,平县,,有相关经验,全日制,本科,经济学,1,10-49,非政府组织,1,12,否
58048,凤兰市,女,有相关经验,非全日制,硕士,无主修,2,10-49,其他,2,175,否
61670,莉县,男,无相关经验,无,硕士,医学,10,100-500,其他,1,156,否
12956,辛集县,男,无相关经验,全日制,本科,艺术学,14,100-500,其他,1,34,否
31387,娟市,男,有相关经验,全日制,高中,艺术学,6,50-99,私营公司,从未,128,否
93356,俊市,,无相关经验,全日制,专科,其他,<1,100-500,融资创业公司,从未,223,否
53996,丹市,,无相关经验,无,硕士,哲学,17,50-99,融资创业公司,1,316,否
71236,畅县,女,无相关经验,无,硕士,医学,3,10-49,非政府组织,4,8,否
95880,杭州县,女,有相关经验,无,专科,教育学,1,<10,其他,从未,43,否
44607,邯郸县,男,有相关经验,非全日制,高中,文学,15,<10,融资创业公司,3,285,否
57751,太原市,,无相关经验,全日制,本科,历史学,16,50-99,非政府组织,从未,174,否
40523,澳门县,女,无相关经验,全日制,硕士,哲学,14,<10,公共部门,2,215,否
80568,博县,男,有相关经验,无,硕士,无主修,4,50-99,融资创业公司,从未,186,否
97018,凤英市,,有相关经验,非全日制,高中,经济学,6,10-49,非政府组织,4,327,否
20309,建军县,女,无相关经验,全日制,本科,无主修,7,50-99,非政府组织,从未,43,否
52429,武汉县,,有相关经验,无,专科,其他,11,<10,融资创业公司,从未,32,否
62652,南京市,女,无相关经验,无,硕士,无主修,6,10-49,早期创业公司,3,15,否
65044,邯郸市,,无相关经验,全日制,硕士,文学,<1,50-99,融资创业公司,2,185,否
64421,亮市,女,有相关经验,全日制,高中,理学,19,100-500,非政府组织,>4,300,否
96366,海口市,女,无相关经验,无,专科,艺术学,11,100-500,早期创业公司,>4,237,否
71799,巢湖市,男,无相关经验,全日制,专科,历史学,15,50-99,融资创业公司,>4,113,否
34532,玲县,男,有相关经验,非全日制,专科,无主修,20,100-500,早期创业公司,1,300,否
3366,澳门市,男,有相关经验,无,本科,其他,11,100-500,公共部门,4,142,否
14931,淑华市,,有相关经验,非全日制,本科,无主修,15,<10,其他,从未,228,否
84931,巢湖县,女,无相关经验,非全日制,硕士,经济学,3,50-99,早期创业公司,4,261,否
63463,华县,女,有相关经验,全日制,本科,理学,1,<10,其他,2,276,是
76349,玉华市,女,无相关经验,非全日制,硕士,理学,2,<10,融资创业公司,2,163,否
98020,春梅市,女,无相关经验,无,专科,工程学,12,50-99,公共部门,>4,133,否
