报名者编号,城市,性别,相关经验,报名大学,教育水平,主修学科,经验年限,公司规模,公司类型,最近一次新工作,培训时长
17779,澳门市,男,有相关经验,无,本科,教育学,15,100-500,私营公司,1,277
12039,潮州市,其他,无相关经验,非全日制,高中,经济学,10,1000-4999,私营公司,2,284
20859,石家庄市,女,无相关经验,无,博士,其他,15,10-49,其他,>4,29
77258,哈尔滨市,其他,有相关经验,无,硕士,哲学,14,500-999,早期创业公司,1,121
67196,合山市,男,无相关经验,无,专科,无主修,3,10-49,融资创业公司,4,65
56230,沈阳县,女,无相关经验,非全日制,硕士,文学,13,50-99,非政府组织,3,58
83520,龙县,男,无相关经验,无,硕士,理学,20,<10,非政府组织,3,166
39691,东县,其他,有相关经验,非全日制,专科,无主修,14,10-49,融资创业公司,4,171
99345,潮州市,其他,无相关经验,无,硕士,教育学,7,50-99,早期创业公司,从未,152
85842,丽华市,其他,无相关经验,全日制,专科,管理学,10,10000+,其他,3,19
41272,彬县,男,无相关经验,全日制,博士,医学,6,5000-9999,非政府组织,4,8
62517,淑英市,男,无相关经验,无,高中,经济学,15,<10,私营公司,1,106
11631,南宁市,其他,无相关经验,无,硕士,经济学,2,<10,非政府组织,4,211
85431,伟市,男,有相关经验,非全日制,专科,医学,19,5000-9999,早期创业公司,>4,286
55932,瑞市,男,有相关经验,全日制,本科,艺术学,12,<10,公共部门,4,46
88747,小红县,男,有相关经验,非全日制,专科,哲学,19,500-999,融资创业公司,>4,126
70186,玉梅市,女,有相关经验,无,博士,工程学,18,500-999,融资创业公司,4,200
47479,西安县,男,有相关经验,非全日制,本科,艺术学,13,5000-9999,公共部门,2,128
16310,龙县,其他,有相关经验,非全日制,硕士,艺术学,3,10-49,融资创业公司,>4,142
53144,博市,男,有相关经验,无,专科,理学,17,100-500,早期创业公司,3,172
72209,邯郸县,女,无相关经验,全日制,硕士,艺术学,14,500-999,其他,从未,291
75572,旭市,其他,无相关经验,全日制,本科,医学,16,10-49,其他,3,118
57275,淑英市,女,无相关经验,无,高中,医学,12,<10,融资创业公司,3,209
47156,关岭市,其他,无相关经验,全日制,硕士,经济学,19,50-99,融资创业公司,2,287
7534,成县,男,无相关经验,全日制,本科,教育学,12,5000-9999,私营公司,4,300
17219,峰县,其他,无相关经验,非全日制,博士,文学,19,<10,其他,3,191
23798,秀英县,其他,有相关经验,全日制,硕士,其他,16,<10,私营公司,2,114
64607,兵县,女,无相关经验,无,博士,教育学,17,1000-4999,融资创业公司,1,149
86738,彬市,男,无相关经验,全日制,本科,无主修,3,10000+,非政府组织,4,170
52888,洋县,女,无相关经验,无,硕士,工程学,19,100-500,融资创业公司,2,166
2468,石家庄县,女,有相关经验,无,高中,历史学,16,500-999,早期创业公司,4,103
50903,玉梅市,男,有相关经验,无,专科,艺术学,17,10000+,早期创业公司,>4,182
69038,帅市,其他,无相关经验,非全日制,本科,文学,1,50-99,早期创业公司,从未,62
57672,艳市,男,无相关经验,非全日制,博士,其他,19,500-999,融资创业公司,>4,97
46932,建县,其他,无相关经验,全日制,硕士,文学,19,5000-9999,融资创业公司,1,167
94206,丽市,其他,无相关经验,非全日制,高中,医学,16,<10,非政府组织,从未,151
46501,冬梅市,男,有相关经验,全日制,专科,其他,2,500-999,非政府组织,4,208
6555,阜新市,其他,无相关经验,非全日制,本科,哲学,13,10000+,早期创业公司,>4,218
73815,沈阳市,女,无相关经验,全日制,高中,其他,9,1000-4999,私营公司,2,320
17687,昆明市,其他,有相关经验,全日制,本科,其他,2,1000-4999,早期创业公司,从未,139
67746,南昌市,女,有相关经验,全日制,博士,其他,6,10000+,融资创业公司,1,321
8738,太原县,其他,有相关经验,全日制,专科,工程学,3,500-999,私营公司,从未,154
65331,东市,女,有相关经验,无,专科,教育学,<1,10-49,私营公司,>4,281
73495,郑州县,男,无相关经验,无,高中,历史学,1,5000-9999,非政府组织,从未,90
38060,秀荣县,女,有相关经验,非全日制,本科,经济学,19,<10,融资创业公司,2,141
67870,广州市,其他,无相关经验,非全日制,硕士,工程学,15,10000+,早期创业公司,2,276
4201,潜江县,男,无相关经验,非全日制,硕士,无主修,14,100-500,早期创业公司,>4,275
29059,婷县,男,有相关经验,无,硕士,无主修,11,<10,公共部门,从未,161
59841,柳州县,其他,无相关经验,无,硕士,医学,4,100-500,公共部门,从未,166
97408,成都县,女,有相关经验,全日制,博士,医学,7,100-500,其他,2,139
19991,洋县,女,无相关经验,无,专科,无主修,19,10000+,其他,>4,42
35922,通辽市,女,无相关经验,非全日制,硕士,教育学,14,10-49,其他,从未,55
2993,宜都县,女,有相关经验,非全日制,硕士,历史学,9,1000-4999,早期创业公司,1,239
11773,林县,其他,无相关经验,无,本科,无主修,>20,100-500,公共部门,4,152
65924,秀荣市,男,无相关经验,无,高中,管理学,6,10-49,公共部门,从未,102
10,重庆市,其他,无相关经验,非全日制,本科,工程学,<1,500-999,其他,从未,101
84799,武汉县,女,无相关经验,无,硕士,工程学,9,50-99,早期创业公司,>4,147
54304,丽丽县,其他,无相关经验,非全日制,高中,无主修,3,10000+,融资创业公司,1,323
83850,飞市,女,无相关经验,非全日制,本科,哲学,7,500-999,其他,3,32
62476,佛山市,男,有相关经验,无,硕士,医学,10,1000-4999,非政府组织,从未,222
84618,哈尔滨县,其他,有相关经验,非全日制,专科,经济学,3,100-500,其他,4,26
74031,西宁市,男,有相关经验,全日制,高中,无主修,13,<10,私营公司,2,26
81115,淑兰市,男,无相关经验,非全日制,博士,其他,5,50-99,非政府组织,从未,158
8351,凤英县,男,有相关经验,全日制,硕士,教育学,20,10000+,私营公司,1,245
88555,嘉禾市,男,有相关经验,全日制,博士,理学,1,100-500,私营公司,3,210
86551,杰县,男,有相关经验,无,专科,艺术学,10,1000-4999,私营公司,从未,161
39107,红县,其他,有相关经验,无,本科,工程学,16,1000-4999,早期创业公司,1,35
89119,玉珍县,女,无相关经验,非全日制,本科,经济学,19,500-999,早期创业公司,>4,92
15287,台北市,其他,无相关经验,非全日制,硕士,教育学,11,500-999,私营公司,2,70
93830,玉英市,女,有相关经验,非全日制,硕士,管理学,16,10000+,公共部门,4,45
11203,呼和浩特县,其他,无相关经验,全日制,硕士,哲学,2,<10,其他,从未,190
58995,桂花县,男,有相关经验,全日制,本科,艺术学,12,100-500,早期创业公司,4,266
35943,坤县,其他,有相关经验,非全日制,硕士,文学,>20,10-49,公共部门,3,159
36660,金凤市,男,无相关经验,非全日制,专科,经济学,>20,5000-9999,非政府组织,3,269
30602,玉梅县,女,无相关经验,无,本科,历史学,6,500-999,早期创业公司,2,272
29828,昆明县,男,无相关经验,全日制,专科,无主修,8,<10,融资创业公司,1,29
69925,雪市,其他,无相关经验,非全日制,博士,艺术学,12,500-999,早期创业公司,1,225
60727,西安县,女,无相关经验,全日制,本科,管理学,3,50-99,其他,2,140
77459,琴县,其他,无相关经验,非全日制,高中,教育学,12,<10,其他,>4,230
20237,明市,其他,有相关经验,全日制,博士,理学,13,100-500,其他,4,103
34449,合山市,女,无相关经验,全日制,高中,历史学,13,5000-9999,公共部门,1,85
57072,西安县,男,无相关经验,无,高中,工程学,17,5000-9999,其他,1,241
66521,飞县,男,无相关经验,全日制,高中,艺术学,10,10000+,非政府组织,1,88
47662,拉萨市,男,有相关经验,无,本科,理学,8,500-999,非政府组织,3,191
75295,辽阳市,其他,有相关经验,无,博士,经济学,20,<10,私营公司,>4,218
50217,深圳县,其他,有相关经验,无,博士,经济学,17,5000-9999,私营公司,4,97
75889,颖县,女,有相关经验,非全日制,硕士,理学,2,5000-9999,公共部门,4,184
45033,杰市,女,无相关经验,无,专科,理学,11,<10,非政府组织,2,317
94537,亮县,男,无相关经验,非全日制,本科,历史学,4,5000-9999,早期创业公司,4,246
87521,辛集市,男,有相关经验,全日制,高中,管理学,6,<10,公共部门,2,8
33007,兴安盟市,男,无相关经验,无,高中,教育学,18,10000+,早期创业公司,4,326
33269,兰州县,女,有相关经验,无,博士,教育学,17,10-49,融资创业公司,从未,278
57547,凤兰市,其他,有相关经验,非全日制,专科,经济学,13,1000-4999,公共部门,1,104
2245,建军县,男,无相关经验,无,博士,艺术学,12,5000-9999,其他,3,81
24530,贵阳县,男,无相关经验,全日制,博士,工程学,17,100-500,非政府组织,2,324
54430,慧市,其他,有相关经验,无,专科,历史学,11,1000-4999,其他,>4,77
72224,呼和浩特市,女,无相关经验,非全日制,专科,其他,7,50-99,公共部门,>4,71
8901,晶市,其他,有相关经验,非全日制,硕士,文学,12,100-500,私营公司,4,52
38636,广州市,其他,有相关经验,非全日制,本科,理学,5,500-999,公共部门,1,13
29211,梅市,其他,无相关经验,全日制,本科,文学,2,100-500,其他,4,138
56726,志强市,男,有相关经验,非全日制,硕士,经济学,9,1000-4999,融资创业公司,1,176
85438,敏市,男,有相关经验,全日制,硕士,教育学,14,10000+,公共部门,2,166
41969,合肥市,其他,有相关经验,非全日制,硕士,文学,15,<10,其他,3,51
58680,张家港县,男,有相关经验,非全日制,高中,教育学,1,<10,早期创业公司,3,139
9484,邯郸县,男,无相关经验,无,博士,工程学,15,50-99,公共部门,从未,200
79049,长春县,女,无相关经验,无,博士,哲学,6,1000-4999,非政府组织,从未,45
63809,霞市,其他,有相关经验,无,高中,工程学,19,10000+,其他,3,265
35269,宁德县,其他,有相关经验,非全日制,专科,管理学,11,5000-9999,其他,4,138
91419,海口市,女,有相关经验,全日制,博士,医学,11,500-999,私营公司,2,47
11011,博县,男,有相关经验,非全日制,硕士,文学,12,10000+,融资创业公司,1,104
79298,贵阳市,男,有相关经验,全日制,高中,无主修,<1,10000+,融资创业公司,4,212
40565,桂荣市,其他,有相关经验,全日制,高中,医学,9,10-49,其他,2,166
75590,军县,女,无相关经验,全日制,专科,文学,>20,10000+,其他,>4,215
36797,兵县,女,无相关经验,无,高中,经济学,3,50-99,私营公司,1,281
86209,南昌市,女,有相关经验,无,专科,理学,15,5000-9999,私营公司,3,158
36168,沈阳县,女,有相关经验,全日制,高中,理学,9,500-999,私营公司,从未,305
43526,沈阳县,女,有相关经验,无,硕士,历史学,8,5000-9999,公共部门,2,193
27054,宜都县,男,无相关经验,无,高中,历史学,7,10000+,非政府组织,3,106
25519,欣县,女,无相关经验,无,专科,哲学,7,10-49,融资创业公司,>4,268
36781,太原市,女,有相关经验,非全日制,专科,经济学,12,<10,公共部门,4,288
40238,桂花市,其他,有相关经验,非全日制,专科,管理学,4,10000+,其他,4,193
33392,武汉县,其他,无相关经验,全日制,高中,工程学,12,50-99,私营公司,>4,28
38730,北京县,男,有相关经验,非全日制,硕士,艺术学,2,50-99,非政府组织,2,68
89779,济南县,其他,有相关经验,全日制,本科,教育学,13,1000-4999,早期创业公司,1,243
25543,宜都县,男,无相关经验,无,硕士,历史学,9,<10,其他,2,287
54025,淑兰县,女,无相关经验,无,高中,理学,3,<10,公共部门,4,176
78595,柳州市,其他,无相关经验,非全日制,专科,医学,20,10000+,非政府组织,从未,286
19848,荆门县,女,有相关经验,非全日制,高中,管理学,11,50-99,融资创业公司,>4,162
30031,梧州市,其他,有相关经验,无,本科,文学,5,100-500,公共部门,3,28
78638,贵阳市,其他,无相关经验,全日制,本科,艺术学,18,50-99,私营公司,2,326
38296,张家港县,女,无相关经验,无,博士,管理学,12,100-500,融资创业公司,2,232
15307,欣市,女,无相关经验,非全日制,硕士,理学,4,50-99,其他,4,120
92171,桂花市,其他,无相关经验,全日制,博士,管理学,1,10-49,融资创业公司,>4,191
28722,桂香县,女,无相关经验,全日制,专科,理学,19,10-49,其他,1,181
92804,凤兰县,其他,有相关经验,非全日制,硕士,历史学,5,500-999,私营公司,从未,182
42637,凤兰市,男,无相关经验,无,博士,经济学,18,500-999,其他,>4,89
20172,巢湖市,男,无相关经验,无,本科,理学,1,100-500,早期创业公司,从未,36
92567,六安市,女,无相关经验,无,硕士,教育学,2,10000+,非政府组织,4,201
21358,银川市,其他,无相关经验,非全日制,硕士,其他,16,10-49,融资创业公司,从未,292
97355,永安县,女,有相关经验,全日制,本科,管理学,15,1000-4999,公共部门,1,89
68323,石家庄市,女,无相关经验,非全日制,专科,理学,5,<10,早期创业公司,从未,319
80794,想市,男,无相关经验,非全日制,本科,理学,17,<10,早期创业公司,2,308
67866,潜江市,其他,有相关经验,全日制,硕士,工程学,12,10-49,早期创业公司,2,74
47195,太原县,其他,有相关经验,全日制,专科,无主修,6,5000-9999,非政府组织,4,238
3229,上海县,其他,有相关经验,无,硕士,艺术学,5,1000-4999,非政府组织,从未,149
9837,明县,女,有相关经验,无,博士,哲学,7,1000-4999,私营公司,从未,211
41721,帅市,男,有相关经验,全日制,博士,工程学,1,5000-9999,私营公司,4,233
60172,晶市,男,有相关经验,全日制,专科,管理学,6,1000-4999,公共部门,>4,184
23747,马鞍山县,女,无相关经验,无,高中,其他,19,10-49,早期创业公司,3,238
56799,邯郸市,男,有相关经验,无,本科,无主修,9,50-99,其他,从未,98
98072,洁市,男,有相关经验,非全日制,博士,管理学,2,50-99,私营公司,4,238
36553,长沙市,女,无相关经验,全日制,硕士,文学,17,10-49,融资创业公司,4,58
38351,拉萨县,女,无相关经验,无,硕士,其他,10,50-99,公共部门,3,312
67204,巢湖县,其他,无相关经验,无,硕士,经济学,<1,500-999,其他,1,68
15650,长春市,女,无相关经验,全日制,本科,经济学,4,500-999,私营公司,1,162
53677,郑州市,男,有相关经验,无,专科,理学,4,100-500,融资创业公司,>4,54
41535,沈阳县,女,无相关经验,全日制,硕士,其他,>20,50-99,公共部门,>4,168
31650,柳州市,其他,有相关经验,非全日制,本科,理学,2,50-99,公共部门,2,129
39228,六盘水市,其他,有相关经验,无,高中,理学,6,100-500,公共部门,从未,81
82088,阜新市,男,有相关经验,无,本科,管理学,13,500-999,非政府组织,3,330
73690,重庆市,男,有相关经验,非全日制,高中,经济学,9,100-500,私营公司,4,215
85235,郑州县,女,有相关经验,全日制,高中,其他,7,5000-9999,融资创业公司,1,23
67562,张家港县,其他,无相关经验,非全日制,硕士,历史学,15,500-999,公共部门,3,278
83243,畅县,其他,无相关经验,无,专科,其他,5,1000-4999,非政府组织,2,202
90300,玉梅市,女,有相关经验,全日制,专科,理学,<1,5000-9999,其他,>4,104
85138,洋市,女,有相关经验,无,本科,文学,9,<10,私营公司,1,311
