city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
黑龙江省,0.6890000000000001,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,超过4年,140,0.0
江西省,0.92,男,无相关经验,未入学,博士,人文学科,超过20年,,,超过4年,158,0.0
浙江省,0.624,,有相关经验,全日制课程,本科,理工科,,100-500人,,从未,6,1.0
江西省,0.92,,无相关经验,未入学,硕士,理工科,,100-500人,私营公司,1年内,80,1.0
江苏省,0.682,,无相关经验,全日制课程,高中,,,,,从未,260,0.0
西藏自治区,0.92,男,无相关经验,未入学,本科,理工科,,50-99人,私营公司,超过4年,7,0.0
安徽省,0.897,男,无相关经验,未入学,高中,,少于1年,50-99人,私营公司,1年内,64,0.0
河南省,0.92,男,无相关经验,未入学,高中,,,,,从未,22,0.0
辽宁省,0.624,男,有相关经验,全日制课程,硕士,理工科,,50-99人,私营公司,1年内,22,0.0
新疆维吾尔自治区,0.624,,有相关经验,全日制课程,硕士,理工科,,50-99人,,,34,0.0
河北省,0.624,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,从未,44,1.0
西藏自治区,0.725,男,无相关经验,全日制课程,本科,理工科,,,,1年内,50,0.0
黑龙江省,0.92,男,有相关经验,未入学,本科,理工科,,100-500人,初创公司,超过4年,78,0.0
吉林省,0.897,男,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,,12,0.0
广西壮族自治区,0.92,男,有相关经验,非全日制课程,本科,理工科,,10000人以上,私营公司,,28,0.0
青海省,0.893,男,有相关经验,未入学,硕士,理工科,,1000-4999人,私营公司,超过4年,222,0.0
福建省,0.92,男,无相关经验,未入学,硕士,理工科,,50-99人,公共部门,超过4年,13,0.0
湖北省,0.698,,有相关经验,未入学,本科,理工科,,100-500人,公共部门,,7,0.0
河北省,0.92,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,,33,0.0
天津市,0.6890000000000001,男,无相关经验,未入学,本科,理工科,,少于10人,私营公司,1年内,61,0.0
海南省,0.92,男,有相关经验,未入学,小学,,,,,1年内,78,0.0
台湾省,0.924,男,有相关经验,未入学,本科,文学,,少于10人,初创公司,从未,50,0.0
天津市,0.92,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,超过4年,49,0.0
江西省,0.92,,有相关经验,未入学,本科,理工科,超过20年,50-99人,私营公司,超过4年,51,0.0
辽宁省,0.91,男,有相关经验,未入学,,,超过20年,50-99人,融资创业公司,1年内,82,0.0
山东省,0.91,男,无相关经验,全日制课程,本科,理工科,,100-500人,融资创业公司,1年内,74,0.0
台湾省,0.939,,无相关经验,非全日制课程,本科,理工科,,,,从未,36,0.0
河北省,0.884,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,7,0.0
甘肃省,0.55,男,有相关经验,全日制课程,本科,理工科,,,,1年内,65,1.0
天津市,0.878,男,无相关经验,非全日制课程,高中,,超过20年,1000-4999人,私营公司,超过4年,196,0.0
宁夏回族自治区,0.847,男,有相关经验,未入学,硕士,理工科,,,,从未,39,0.0
江西省,0.92,女,无相关经验,未入学,本科,理工科,,10000人以上,私营公司,,34,0.0
江西省,0.887,男,无相关经验,未入学,高中,,,,私营公司,,106,0.0
澳门特别行政区,0.91,男,有相关经验,未入学,硕士,理工科,,,,,15,0.0
河南省,0.848,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,从未,86,0.0
澳门特别行政区,0.847,男,无相关经验,未入学,本科,理工科,,10000人以上,私营公司,从未,9,0.0
广西壮族自治区,0.92,男,有相关经验,未入学,本科,理工科,,50-99人,融资创业公司,1年内,84,0.0
海南省,0.624,男,无相关经验,全日制课程,高中,,,,,,25,0.0
北京市,0.92,,有相关经验,未入学,本科,理工科,,,,,4,0.0
河北省,0.926,女,有相关经验,未入学,硕士,理工科,超过20年,10000人以上,私营公司,1年内,140,0.0
广西壮族自治区,0.926,男,有相关经验,未入学,本科,理工科,,,,超过4年,14,0.0
内蒙古自治区,0.92,男,有相关经验,非全日制课程,本科,无专业,,1000-4999人,公共部门,超过4年,22,0.0
福建省,0.897,男,有相关经验,未入学,硕士,理工科,,100-500人,私营公司,1年内,83,0.0
天津市,0.939,,无相关经验,未入学,本科,理工科,,,,超过4年,194,0.0
河北省,0.624,男,有相关经验,未入学,,,,100-500人,私营公司,,12,0.0
广西壮族自治区,0.92,,有相关经验,未入学,本科,理工科,超过20年,,,,110,1.0
甘肃省,0.624,男,有相关经验,未入学,本科,理工科,,5000-9999人,私营公司,1年内,70,0.0
吉林省,0.624,,有相关经验,全日制课程,本科,理工科,,50-99人,私营公司,1年内,105,0.0
天津市,0.698,其他,有相关经验,,博士,人文学科,超过20年,,,1年内,9,1.0
吉林省,0.836,男,无相关经验,非全日制课程,高中,,超过20年,50-99人,私营公司,,108,0.0
西藏自治区,0.754,男,无相关经验,未入学,博士,理工科,超过20年,10000人以上,公共部门,超过4年,26,0.0
广东省,0.91,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,70,0.0
黑龙江省,0.91,男,有相关经验,未入学,本科,理工科,,,私营公司,,52,0.0
北京市,0.92,男,无相关经验,非全日制课程,本科,其他,,10000人以上,公共部门,,55,0.0
江苏省,0.738,男,有相关经验,全日制课程,本科,理工科,,100-500人,私营公司,1年内,55,1.0
江西省,0.926,,无相关经验,,,,超过20年,,,,27,0.0
山西省,0.843,男,无相关经验,全日制课程,小学,,,,,1年内,162,0.0
安徽省,0.8270000000000001,男,有相关经验,未入学,硕士,理工科,,1000-4999人,私营公司,从未,15,0.0
浙江省,0.897,男,有相关经验,未入学,硕士,理工科,,,,1年内,80,0.0
辽宁省,0.92,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,,48,0.0
河北省,0.939,男,有相关经验,未入学,本科,理工科,,50-99人,,1年内,139,0.0
陕西省,0.926,男,无相关经验,全日制课程,本科,理工科,,,,1年内,70,0.0
浙江省,0.855,,有相关经验,未入学,本科,理工科,,100-500人,私营公司,1年内,56,0.0
广东省,0.624,女,无相关经验,未入学,本科,理工科,,10-49人,,从未,59,1.0
吉林省,0.624,男,有相关经验,未入学,本科,理工科,,,,1年内,63,0.0
贵州省,0.92,男,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,1年内,106,0.0
吉林省,0.83,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,,16,0.0
香港特别行政区,0.92,女,有相关经验,未入学,本科,理工科,,100-500人,公共部门,,64,0.0
吉林省,0.624,男,有相关经验,全日制课程,,,,100-500人,私营公司,1年内,51,0.0
贵州省,0.624,男,无相关经验,未入学,本科,无专业,,50-99人,初创公司,从未,83,0.0
江苏省,0.624,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,21,1.0
山西省,0.92,男,无相关经验,全日制课程,本科,理工科,,,,1年内,19,1.0
黑龙江省,0.866,男,无相关经验,未入学,博士,理工科,,100-500人,私营公司,超过4年,53,0.0
新疆维吾尔自治区,0.92,,有相关经验,未入学,本科,理工科,超过20年,,,,146,1.0
山东省,0.887,男,有相关经验,未入学,高中,,少于1年,50-99人,私营公司,1年内,59,0.0
福建省,0.926,男,无相关经验,非全日制课程,硕士,理工科,,1000-4999人,非政府组织,超过4年,101,0.0
江苏省,0.5579999999999999,,有相关经验,未入学,本科,理工科,,10-49人,初创公司,,141,0.0
天津市,0.802,女,有相关经验,未入学,本科,理工科,,100-500人,私营公司,,22,1.0
江西省,0.579,男,无相关经验,未入学,本科,其他,,,,从未,68,1.0
新疆维吾尔自治区,0.91,男,无相关经验,全日制课程,本科,理工科,,,,从未,78,1.0
黑龙江省,0.893,,无相关经验,未入学,高中,,,,,1年内,10,0.0
河北省,0.92,男,有相关经验,未入学,本科,文学,超过20年,100-500人,融资创业公司,1年内,28,0.0
甘肃省,0.926,男,有相关经验,未入学,本科,理工科,超过20年,10-49人,私营公司,超过4年,21,0.0
湖南省,0.698,,无相关经验,全日制课程,本科,理工科,,,,从未,34,0.0
广西壮族自治区,0.92,,有相关经验,未入学,硕士,理工科,,100-500人,,超过4年,24,0.0
浙江省,0.92,女,无相关经验,全日制课程,本科,理工科,,,,,34,1.0
台湾省,0.92,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,超过4年,37,0.0
黑龙江省,0.92,男,有相关经验,未入学,本科,其他,超过20年,100-500人,私营公司,超过4年,33,0.0
吉林省,0.887,,无相关经验,非全日制课程,高中,,,10-49人,私营公司,1年内,12,0.0
江西省,0.897,男,有相关经验,未入学,硕士,理工科,少于1年,少于10人,私营公司,1年内,114,0.0
广东省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,1000-4999人,私营公司,,69,0.0
河南省,0.887,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,,139,0.0
青海省,0.754,,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,,156,0.0
陕西省,0.579,,无相关经验,全日制课程,本科,理工科,,,,1年内,16,1.0
贵州省,0.91,男,有相关经验,未入学,本科,理工科,,,,1年内,15,0.0
陕西省,0.624,男,无相关经验,全日制课程,小学,,,,,从未,25,1.0
山东省,0.92,男,有相关经验,全日制课程,高中,,,10000人以上,公共部门,从未,34,0.0
天津市,0.855,男,无相关经验,全日制课程,本科,理工科,,,私营公司,从未,6,0.0
西藏自治区,0.92,,无相关经验,未入学,高中,,,,,,27,1.0
上海市,0.92,女,有相关经验,未入学,本科,理工科,超过20年,50-99人,私营公司,超过4年,83,0.0
内蒙古自治区,0.92,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,,26,0.0
海南省,0.92,其他,有相关经验,未入学,本科,其他,超过20年,,,超过4年,90,0.0
北京市,0.624,男,有相关经验,未入学,本科,理工科,,1000-4999人,私营公司,1年内,7,0.0
宁夏回族自治区,0.7879999999999999,男,有相关经验,未入学,高中,,超过20年,100-500人,融资创业公司,1年内,56,0.0
福建省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,,,1年内,80,1.0
山西省,0.624,男,有相关经验,全日制课程,硕士,理工科,,50-99人,私营公司,,23,0.0
甘肃省,0.92,男,无相关经验,未入学,小学,,,,私营公司,从未,11,0.0
贵州省,0.92,男,有相关经验,未入学,本科,理工科,,50-99人,融资创业公司,1年内,11,0.0
海南省,0.92,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,48,0.0
陕西省,0.91,男,有相关经验,未入学,本科,商学,超过20年,100-500人,私营公司,1年内,10,0.0
江苏省,0.926,男,无相关经验,全日制课程,硕士,理工科,,50-99人,公共部门,,2,0.0
上海市,0.893,男,有相关经验,未入学,,,,50-99人,私营公司,,11,0.0
澳门特别行政区,0.691,男,有相关经验,未入学,本科,理工科,,,,1年内,96,0.0
黑龙江省,0.91,,无相关经验,全日制课程,本科,理工科,,,,1年内,6,1.0
安徽省,0.92,男,无相关经验,全日制课程,本科,理工科,,,,,10,0.0
海南省,0.848,男,有相关经验,未入学,本科,理工科,,,,1年内,36,1.0
海南省,0.624,男,有相关经验,全日制课程,本科,理工科,,50-99人,私营公司,,56,1.0
山东省,0.91,男,无相关经验,未入学,本科,无专业,,,,,56,1.0
广东省,0.92,男,有相关经验,未入学,硕士,人文学科,超过20年,,,超过4年,32,1.0
贵州省,0.899,男,无相关经验,非全日制课程,本科,理工科,,,,从未,18,1.0
湖北省,0.91,男,有相关经验,未入学,硕士,理工科,,10-49人,其他,,324,0.0
江西省,0.924,男,有相关经验,未入学,本科,理工科,,500-999人,,,184,0.0
西藏自治区,0.92,,无相关经验,全日制课程,硕士,理工科,,,公共部门,,36,0.0
台湾省,0.855,女,有相关经验,全日制课程,本科,理工科,,少于10人,初创公司,1年内,49,0.0
山西省,0.895,,有相关经验,未入学,硕士,理工科,,50-99人,私营公司,1年内,56,0.0
海南省,0.92,男,有相关经验,未入学,本科,理工科,超过20年,10-49人,私营公司,超过4年,98,0.0
江西省,0.624,男,有相关经验,未入学,本科,理工科,,50-99人,私营公司,1年内,6,0.0
青海省,0.735,男,无相关经验,未入学,本科,理工科,,,,超过4年,18,1.0
广东省,0.624,女,无相关经验,非全日制课程,本科,理工科,,50-99人,私营公司,1年内,32,0.0
安徽省,0.624,男,有相关经验,全日制课程,本科,理工科,,1000-4999人,私营公司,1年内,58,1.0
北京市,0.895,男,无相关经验,全日制课程,本科,理工科,,10-49人,私营公司,,73,0.0
黑龙江省,0.92,男,有相关经验,未入学,硕士,理工科,超过20年,100-500人,私营公司,1年内,21,0.0
湖北省,0.899,男,有相关经验,全日制课程,硕士,理工科,,500-999人,融资创业公司,1年内,20,0.0
北京市,0.92,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,1年内,56,0.0
贵州省,0.92,男,无相关经验,未入学,本科,理工科,超过20年,5000-9999人,公共部门,超过4年,6,0.0
吉林省,0.624,女,有相关经验,全日制课程,本科,理工科,,10-49人,私营公司,1年内,4,1.0
云南省,0.939,男,有相关经验,未入学,本科,理工科,,10000人以上,私营公司,1年内,54,1.0
甘肃省,0.92,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,1年内,57,0.0
西藏自治区,0.926,男,有相关经验,非全日制课程,硕士,商学,超过20年,1000-4999人,私营公司,,1,0.0
陕西省,0.91,男,有相关经验,未入学,硕士,其他,,1000-4999人,公共部门,1年内,50,0.0
辽宁省,0.92,男,有相关经验,未入学,本科,理工科,,500-999人,私营公司,超过4年,10,0.0
云南省,0.91,女,有相关经验,未入学,本科,理工科,,500-999人,私营公司,1年内,46,0.0
台湾省,0.926,,有相关经验,未入学,硕士,理工科,,100-500人,其他,,4,0.0
山西省,0.926,男,有相关经验,,,,,50-99人,私营公司,1年内,94,0.0
甘肃省,0.92,男,有相关经验,未入学,本科,理工科,,,,1年内,106,1.0
西藏自治区,0.92,男,有相关经验,未入学,本科,理工科,,,,超过4年,96,1.0
福建省,0.8959999999999999,男,无相关经验,全日制课程,高中,,,,,从未,89,0.0
广东省,0.913,男,有相关经验,非全日制课程,本科,理工科,,100-500人,私营公司,1年内,18,0.0
吉林省,0.624,,有相关经验,全日制课程,硕士,理工科,,1000-4999人,私营公司,,64,1.0
吉林省,0.924,男,有相关经验,未入学,本科,理工科,超过20年,100-500人,私营公司,超过4年,39,0.0
山东省,0.92,女,有相关经验,未入学,本科,理工科,超过20年,5000-9999人,私营公司,1年内,15,0.0
辽宁省,0.897,男,有相关经验,未入学,本科,理工科,,10000人以上,,从未,50,0.0
河北省,0.895,男,有相关经验,未入学,本科,理工科,,10-49人,私营公司,1年内,89,0.0
上海市,0.682,男,有相关经验,未入学,本科,理工科,,100-500人,私营公司,1年内,45,0.0
湖南省,0.762,男,无相关经验,未入学,硕士,理工科,,5000-9999人,公共部门,1年内,122,0.0
安徽省,0.884,男,有相关经验,未入学,本科,理工科,,10-49人,融资创业公司,1年内,87,0.0
湖南省,0.924,,有相关经验,未入学,硕士,其他,少于1年,100-500人,公共部门,1年内,40,0.0
重庆市,0.624,男,无相关经验,全日制课程,本科,理工科,,,,从未,13,1.0
青海省,0.926,男,有相关经验,未入学,本科,其他,,少于10人,融资创业公司,1年内,130,0.0
河南省,0.701,男,无相关经验,未入学,小学,,少于1年,,,从未,72,0.0
江苏省,0.624,,无相关经验,全日制课程,高中,,,,,从未,48,0.0
福建省,0.913,男,有相关经验,未入学,,,超过20年,少于10人,公共部门,超过4年,3,0.0
西藏自治区,0.92,男,有相关经验,未入学,本科,人文学科,超过20年,10000人以上,私营公司,1年内,20,0.0
